molecular_mass,mlogp,tpsa,n_rotatable,n_h_acceptors,n_h_donors,amide,carboxylic_acid,ester,ether,ketone,primary_amine,secondary_amine,tertiary_amine,benzene
296.4116,3.4821000000000017,33.29,6,3,2,0,0,0,1,0,0,2,0,0
420.51020000000005,1.631900000000001,91.23,9,7,5,0,0,0,0,0,0,2,1,0
421.4943,1.615100000000001,97.22000000000001,9,7,5,0,0,0,1,0,0,2,1,0
336.4366,0.8500000000000024,59.56,6,5,4,0,0,0,0,0,0,3,1,0
390.40690000000006,1.3924000000000005,59.56,5,5,4,0,0,0,0,0,0,3,1,0
336.4366,0.9462000000000027,50.77,6,5,3,0,0,0,0,0,0,2,2,0
418.4434,1.5792000000000017,123.88000000000001,15,9,5,0,0,0,3,0,0,1,0,0
415.4905,2.6495000000000006,74.78,11,6,4,0,0,0,2,0,0,3,0,0
425.83539999999994,-1.6083999999999952,134.14,9,11,8,0,0,0,1,0,1,6,1,0
368.4346,-0.39379999999999526,78.02,8,7,4,0,0,0,2,0,0,3,1,0
455.55109999999996,4.193700000000004,81.95,9,5,4,0,0,0,1,0,0,1,0,0
324.35329999999993,2.199499999999999,64.52,6,4,4,0,0,0,0,0,0,2,0,0
386.4247,-1.1561999999999966,119.21000000000001,7,7,5,0,0,0,0,0,2,0,2,0
376.27909999999997,2.8097000000000003,56.31999999999999,7,4,4,0,0,0,0,0,0,3,0,0
407.8642,-0.5423999999999947,81.9,5,9,6,0,0,0,0,0,0,6,2,0
406.87609999999995,0.3431000000000038,69.87,5,8,5,0,0,0,0,0,0,5,2,0
492.95349999999996,1.0509999999999997,105.42,6,7,5,0,0,0,1,0,0,1,1,0
369.3596,2.193699999999999,65.55,6,5,5,0,0,0,1,0,0,3,0,0
454.6072,4.349800000000003,66.18,21,6,1,0,0,0,4,0,1,0,1,0
458.5114,0.8337000000000012,105.42,6,7,5,0,0,0,1,0,0,1,1,0
312.4542,3.781200000000003,15.71,7,3,0,0,0,0,1,0,0,0,2,0
437.89,-1.869799999999993,97.21,5,8,6,0,0,0,0,0,0,5,2,0
195.1731,-1.2454000000000005,92.95,6,5,5,0,0,0,0,0,0,1,0,0
413.1098,2.977900000000001,67.76,6,5,4,0,0,0,0,0,0,2,0,0
499.3684,5.230400000000005,44.730000000000004,9,4,2,0,0,0,1,0,0,1,1,0
206.2189,1.5265,26.71,3,3,1,0,0,0,0,0,0,0,0,0
415.46009999999995,1.479400000000002,83.37,7,7,5,0,0,0,0,0,1,4,0,0
478.62919999999997,4.340800000000003,54.40000000000001,14,6,1,0,0,0,3,0,0,0,2,0
375.4339,-1.3098999999999936,78.07000000000001,4,8,5,0,0,0,0,0,0,4,2,0
459.5546,3.255000000000001,102.18,20,6,5,0,0,0,1,0,0,1,0,0
389.4607,-0.9676999999999929,69.28,5,8,4,0,0,0,0,0,0,3,3,0
401.4637,1.9733000000000005,93.19,7,6,4,0,0,0,0,0,1,0,2,0
402.4518,0.5351000000000027,105.22,7,7,5,0,0,0,0,0,1,1,2,0
104.10419999999999,-0.9304000000000001,60.69,5,3,3,0,0,0,0,0,0,0,0,0
341.76869999999997,2.200799999999999,47.53,3,4,3,0,0,0,0,0,0,2,1,0
516.6356000000001,0.8774000000000044,84.06,8,10,5,0,0,0,1,0,0,4,2,0
474.6166,2.766600000000002,129.04,15,8,8,0,0,0,0,0,0,4,0,0
519.4413999999999,-0.42139999999999356,147.89000000000001,7,10,9,0,0,0,1,0,1,6,0,0
595.4586999999999,6.6985000000000054,79.79,6,6,5,0,0,0,0,0,0,3,0,0
302.2691,1.3864999999999996,64.52,5,5,4,0,0,0,0,0,0,2,0,0
242.6975,2.6865000000000006,38.69,8,3,1,0,0,0,2,0,0,0,0,0
399.4232,3.3234000000000012,65.55,7,5,4,0,0,0,1,0,0,3,0,0
547.8051,6.282600000000007,53.519999999999996,9,4,3,0,0,0,1,0,0,2,0,0
423.8632,-1.2239999999999953,102.13,5,10,7,0,0,0,0,0,0,6,2,0
237.27190000000002,1.6483999999999999,72.72,4,4,4,0,0,0,0,0,0,1,0,0
368.449,3.9783000000000017,75.96,5,5,4,0,0,0,0,0,0,1,0,0
382.4367,1.2832000000000015,79.79,6,6,5,0,0,0,0,0,0,3,1,0
353.313,3.749600000000002,72.72,3,4,4,0,0,0,0,0,0,1,0,0
393.54630000000003,3.5116000000000014,45.32,7,5,3,0,0,0,1,0,0,3,0,0
395.56210000000004,3.900100000000002,45.32,9,5,3,0,0,0,1,0,0,3,0,0
367.5085,3.121500000000001,45.32,7,5,3,0,0,0,1,0,0,3,0,0
60.055600000000005,-1.8203000000000003,72.27,2,3,3,0,0,0,0,0,2,0,0,0
429.57930000000005,4.681900000000003,45.32,7,5,3,0,0,0,1,0,0,3,0,0
411.8925,3.8965000000000014,76.55,7,6,5,0,0,0,0,0,0,3,0,0
130.0777,-1.8883999999999999,64.52,0,4,4,0,0,0,0,0,0,2,0,0
451.5275,1.6350000000000022,114.6,8,7,7,0,0,0,0,0,1,4,0,0
470.57000000000005,2.0582000000000007,103.01,8,7,5,0,0,0,1,0,1,2,1,0
455.55510000000004,2.6763000000000003,68.2,6,6,3,0,0,0,1,0,0,1,1,0
594.4446999999999,2.8846000000000025,86.86,7,8,6,0,0,0,0,0,0,5,2,0
626.4467,0.7401000000000053,120.14999999999999,9,11,8,0,0,0,1,0,0,7,2,0
610.4695999999999,6.902400000000008,87.99000000000001,6,6,5,0,0,0,0,0,0,2,0,0
418.5926,4.965000000000003,64.96000000000001,12,5,3,0,0,0,1,0,0,1,1,0
323.1248,0.05910000000000004,116.42,9,7,6,0,0,0,0,0,0,1,0,0
171.1551,-2.771199999999999,124.76,8,6,6,0,0,0,0,0,2,1,0,0
205.1683,-1.4505,92.95,4,5,5,0,0,0,0,0,0,1,0,0
368.442,0.5543000000000041,59.8,4,6,3,0,0,0,0,0,1,2,2,0
351.4475,2.4049000000000005,54.550000000000004,7,5,3,0,0,0,2,0,0,3,0,0
292.33639999999997,1.9186999999999994,53.519999999999996,7,4,3,0,0,0,1,0,0,2,0,0
363.7956,3.569300000000003,61.72,4,4,3,0,0,0,1,0,0,1,0,0
271.699,2.2415000000000003,52.489999999999995,2,3,3,0,0,0,0,0,0,1,0,0
296.3147,1.5873000000000002,75.96,3,5,4,0,0,0,0,0,0,1,0,0
312.7667,1.8565999999999996,75.96,3,5,4,0,0,0,0,0,0,1,0,0
414.499,1.2208000000000012,83.42000000000002,12,7,3,0,0,0,3,0,0,1,1,0
364.414,2.1762,128.20000000000002,11,7,6,0,0,0,1,0,1,1,0,0
292.3514,1.8853,75.96,4,5,4,0,0,0,0,0,0,1,0,0
452.90729999999996,4.142200000000003,107.97,7,6,5,0,0,0,1,0,1,1,0,0
642.9158,5.153700000000005,92.65000000000002,15,8,3,0,0,0,4,0,0,1,1,0
617.9056999999999,5.649100000000007,80.62,17,7,2,0,0,0,4,0,0,0,1,0
683.9685,4.731100000000006,98.10000000000001,17,9,3,0,0,0,3,0,0,0,3,0
683.9685,4.729500000000006,98.10000000000001,19,9,3,0,0,0,3,0,0,0,3,0
688.9842,4.900900000000007,104.09,21,9,3,0,0,0,4,0,0,0,2,0
468.5639,5.2942000000000045,21.75,11,4,1,0,0,0,0,0,0,1,3,0
426.4893,1.207800000000002,80.23,6,7,4,0,0,0,0,0,0,2,2,0
565.5753,3.0645000000000007,154.08,13,9,7,0,0,0,1,0,0,0,1,0
474.57699999999994,0.666400000000006,115.73,11,10,6,0,0,0,1,0,0,3,1,0
658.8172,3.6101000000000054,115.29,10,10,7,0,0,0,0,0,0,4,1,0
410.50179999999995,2.837600000000001,73.75,11,5,4,0,0,0,1,0,0,2,0,0
424.5286,3.2277000000000013,73.75,11,5,4,0,0,0,1,0,0,2,0,0
53.0637,0.3551000000000001,26.02,2,1,1,0,0,0,0,0,1,0,0,0
450.9246999999999,0.9612000000000036,84.06,8,8,5,0,0,0,1,0,0,4,1,0
505.2924,2.761000000000001,68.79,6,6,4,0,0,0,1,0,0,3,1,0
484.8644,1.634600000000001,74.83,5,7,5,0,0,0,0,0,0,4,1,0
486.8802,1.4295000000000015,74.83,5,7,5,0,0,0,0,0,0,4,2,0
430.8901,2.752300000000001,60.00000000000001,6,6,3,0,0,0,1,0,0,2,1,0
429.906,2.3253000000000004,62.800000000000004,6,6,4,0,0,0,0,0,0,3,1,0
489.9192,4.036100000000002,96.78,8,6,6,0,0,0,0,0,0,3,0,0
329.2628,3.173800000000001,35.5,7,3,2,0,0,0,0,0,0,1,1,0
182.2216,-0.48270000000000063,64.52,1,4,4,0,0,0,0,0,0,2,0,0
208.2158,-0.32150000000000034,84.75,6,5,5,0,0,0,0,0,0,2,0,0
302.4194,1.1600000000000017,57.35,7,5,4,0,0,0,1,0,0,4,0,0
244.2207,-1.432599999999999,85.19000000000001,4,6,4,0,0,0,1,0,0,1,1,0
411.4928,2.5834000000000015,58.97,5,6,4,0,0,0,0,0,0,1,2,0
488.4781,3.960600000000002,82.98,10,7,4,0,0,0,1,0,0,2,0,0
359.42749999999995,-0.5004999999999963,101.05000000000001,12,8,6,0,0,0,1,0,0,4,0,0
538.4621999999999,-0.1587999999999975,180.29999999999998,9,10,8,0,0,0,2,0,0,0,0,0
137.1373,-0.18540000000000018,66.48,3,3,3,0,0,0,0,0,1,0,0,0
230.2616,2.1646000000000005,49.69,6,3,2,0,0,0,1,0,0,0,0,0
228.1149,2.610800000000001,12.03,1,1,1,0,0,0,0,0,0,1,0,0
784.7561999999999,-3.016999999999981,285.36999999999995,28,19,10,0,0,0,9,0,0,0,0,0
457.4894,5.024100000000005,61.72,7,4,3,0,0,0,1,0,0,1,0,0
357.4117,-3.0313999999999934,107.13,6,6,6,0,0,0,0,0,0,3,0,0
492.5912,1.1014000000000017,102.67,10,9,5,0,0,0,0,0,0,1,3,0
410.4485,3.5541000000000023,96.19000000000001,14,6,5,0,0,0,0,0,0,1,0,0
414.546,5.028900000000004,46.94,10,4,2,0,0,0,0,0,0,0,2,0
382.4252,1.982000000000001,72.62,6,7,5,0,0,0,0,0,0,5,1,0
558.6465000000001,4.479700000000005,116.42000000000002,18,7,6,0,0,0,0,0,0,1,1,0
540.6317,5.525300000000007,85.19000000000001,12,6,4,0,0,0,1,0,0,1,1,0
272.38559999999995,3.360800000000002,40.46,3,2,2,0,0,0,0,0,0,0,0,0
510.6272,3.1811000000000016,94.86000000000001,17,8,3,0,0,0,3,0,0,0,2,0
485.5888999999999,0.31530000000000774,96.08999999999999,16,9,6,0,0,0,1,0,0,5,2,0
395.4318,2.161299999999999,76.99000000000001,6,6,4,0,0,0,1,0,0,2,1,0
459.9036999999999,0.6410000000000038,81.25999999999999,9,8,4,0,0,0,2,0,0,3,2,0
184.1938,-1.1016999999999995,84.75,4,5,5,0,0,0,0,0,0,2,0,0
204.23579999999998,-1.860499999999997,77.38,5,6,5,0,0,0,0,0,1,4,1,0
357.2247,0.5931000000000017,79.79,7,7,5,0,0,0,0,0,0,3,0,0
278.3286,0.21970000000000217,79.79,7,7,5,0,0,0,0,0,0,3,0,0
368.453,2.416200000000001,79.79,9,7,5,0,0,0,0,0,0,3,0,0
275.3287,-0.747699999999998,108.36,8,7,6,0,0,0,0,0,2,3,0,0
357.4909,4.335100000000003,52.93000000000001,14,4,2,0,0,0,1,0,0,0,1,0
324.397,0.18680000000000285,80.23,11,8,4,0,0,0,1,0,0,2,1,0
337.3811,0.8330000000000026,83.03,8,7,5,0,0,0,0,0,0,3,1,0
290.4044,2.3656999999999995,44.73,9,4,2,0,0,0,1,0,0,1,1,0
249.3517,2.4301000000000004,32.7,7,3,1,0,0,0,1,0,0,0,1,0
325.4533,3.1270000000000007,36.53,8,4,2,0,0,0,1,0,0,2,1,0
331.4755,2.6474,36.53,8,5,2,0,0,0,1,0,0,2,1,0
365.47429999999997,3.2420000000000018,45.760000000000005,8,5,2,0,0,0,2,0,0,2,1,0
233.29189999999997,-0.7168999999999992,102.11999999999999,6,6,5,0,0,0,0,0,3,2,0,0
314.3696,-2.077199999999996,138.20999999999998,11,9,8,0,0,0,0,0,3,5,0,0
564.113,2.4914000000000014,123.49,13,10,7,0,0,0,0,0,0,3,2,0
325.4929,5.488900000000006,23.47,13,2,1,0,0,0,0,0,0,0,1,0
602.1222,1.0441000000000056,138.76,12,12,8,0,0,0,0,0,0,4,2,0
605.1657,1.9296000000000038,126.73,12,11,7,0,0,0,0,0,0,3,3,0
621.1647,1.166000000000006,135.96,12,12,7,0,0,0,1,0,0,3,3,0
594.1388000000001,2.260400000000004,132.72,15,11,7,0,0,0,1,0,0,3,2,0
387.5207,1.8189000000000002,57.20000000000001,8,6,2,0,0,0,2,0,0,1,2,0
424.84729999999996,-0.17019999999999635,122.11,9,10,7,0,0,0,1,0,1,5,1,0
477.4345,0.970799999999999,97.02,6,8,6,0,0,0,0,0,1,2,2,0
498.3843,4.8034000000000034,47.53,9,4,3,0,0,0,0,0,0,2,1,0
78.1134,2.3406000000000002,0.0,0,0,0,0,0,0,0,0,0,0,0,0
467.5621,5.752200000000007,81.95,13,5,4,0,0,0,1,0,0,1,0,0
362.4704,3.834100000000003,35.940000000000005,4,4,1,0,0,0,1,0,0,0,2,0
506.5893,4.159800000000003,76.39999999999999,13,7,3,0,0,0,1,0,0,0,2,0
495.4206,2.0615000000000023,95.06,8,8,6,0,0,0,0,0,0,4,1,0
523.461,5.277700000000004,62.21000000000001,12,6,3,0,0,0,0,0,0,1,1,0
509.4342,4.935500000000003,71.0,11,6,4,0,0,0,0,0,0,2,0,0
535.9228,2.9280999999999997,133.06,7,10,7,0,0,0,1,0,1,4,0,0
416.91790000000003,5.102700000000004,73.75,6,5,4,0,0,0,1,0,0,2,0,0
447.8727,3.792500000000002,76.55,7,6,5,0,0,0,0,0,0,3,0,0
474.39449999999994,3.253700000000002,86.22000000000001,10,7,4,0,0,0,2,0,0,2,1,0
476.86549999999994,2.3785,88.58,5,6,6,0,0,0,0,0,0,4,0,0
429.5001,-0.4939999999999946,114.84,6,9,6,0,0,0,0,0,2,3,2,0
426.557,5.3277000000000045,58.72,8,4,2,0,0,0,1,0,1,0,1,0
445.50659999999993,2.7306000000000012,102.42000000000002,10,7,4,0,0,0,1,0,1,0,2,0
485.4501,2.884500000000001,102.41999999999999,8,7,4,0,0,0,1,0,1,0,2,0
180.16619999999998,-2.6970999999999976,71.0,2,6,4,0,0,0,0,0,0,2,2,0
584.5708,0.6238000000000006,176.76,15,12,6,0,0,0,6,0,0,0,0,0
336.36519999999996,0.8712000000000022,41.36,4,4,1,0,0,0,4,0,0,0,0,0
463.5535,2.606900000000003,123.83000000000001,11,8,7,0,0,0,0,0,1,4,0,0
697.8002999999999,-5.030799999999991,265.34,25,18,14,0,0,0,0,0,1,2,4,0
313.3115,0.8557999999999988,113.42,5,7,5,0,0,0,0,0,1,0,1,0
397.16700000000003,-0.23989999999999678,129.48,7,9,7,0,0,0,0,0,0,3,0,0
538.4621999999999,-0.15879999999999667,180.29999999999998,9,10,8,0,0,0,2,0,0,0,0,0
457.4803,-3.0284999999999913,174.11,12,10,8,0,0,0,0,0,1,0,2,0
422.86879999999996,6.786100000000007,29.46,10,2,1,0,0,0,1,0,0,0,0,0
896.0603,1.725600000000007,237.73999999999998,22,17,12,0,0,0,0,0,2,4,3,0
228.28939999999997,3.1148000000000016,40.46,6,2,2,0,0,0,0,0,0,0,0,0
406.4398,-0.2594999999999967,100.46000000000001,8,8,5,0,0,0,1,0,0,2,2,0
515.4942,5.490700000000007,50.77,12,6,3,0,0,0,0,0,0,2,0,0
370.42569999999995,0.7752000000000023,93.78,10,6,5,0,0,0,0,0,1,2,1,0
418.289,1.4483999999999997,68.2,2,6,3,0,0,0,1,0,0,1,2,0
258.2289,-1.5264999999999997,99.38000000000001,14,6,4,0,0,0,0,0,0,0,0,0
425.5443,4.787800000000003,99.77000000000001,12,6,5,0,0,0,1,0,1,2,0,0
540.5164,0.48470000000000196,154.67,10,9,8,0,0,0,1,0,0,2,0,0
556.656,-2.1666999999999907,186.14000000000001,15,11,9,0,0,0,0,0,1,1,2,0
252.27179999999998,1.4215999999999989,62.02,2,4,2,0,0,0,1,0,1,0,1,0
499.6473,6.2810000000000095,73.16,14,5,3,0,0,0,1,0,0,0,1,0
513.5305999999999,0.5689000000000055,125.11,7,10,8,0,0,0,1,0,0,6,0,0
589.626,5.645600000000006,131.44,13,8,6,0,0,0,1,0,1,1,1,0
352.43500000000006,4.364200000000004,33.29,5,3,2,0,0,0,1,0,0,2,0,0
309.76329999999996,3.150100000000002,30.49,8,3,1,0,0,0,2,0,0,1,0,0
464.82120000000003,1.3690000000000004,72.62,10,7,5,0,0,0,1,0,0,5,0,0
179.19819999999999,0.6998,66.48,9,3,3,0,0,0,0,0,1,0,0,0
290.7019,0.5297999999999994,73.75,5,5,4,0,0,0,1,0,0,2,0,0
353.3721,1.216599999999999,60.390000000000015,2,6,1,0,0,0,4,0,0,0,1,0
347.3873,-0.8070999999999984,122.21000000000001,8,8,6,0,0,0,0,0,1,1,1,0
416.42349999999993,6.190600000000008,32.7,18,3,1,0,0,0,1,0,0,0,1,0
354.30920000000003,-2.450499999999997,171.07,12,9,8,0,0,0,1,0,0,0,0,0
333.4437,3.2216000000000014,61.72,6,5,3,0,0,0,1,0,0,1,0,0
148.16019999999997,1.6576,40.46,4,2,2,0,0,0,0,0,0,0,0,0
259.3509,1.7221999999999997,27.740000000000002,9,4,1,0,0,0,1,0,0,1,1,0
898.9536,1.6824000000000046,272.51,27,17,12,0,0,0,5,0,0,2,0,0
289.3291,1.3755999999999993,70.95,6,5,3,0,0,0,2,0,0,1,0,0
162.14000000000001,-2.789,93.45,4,5,4,0,0,0,1,0,0,0,0,0
320.32259999999997,0.5827000000000018,41.36,0,4,1,0,0,0,4,0,0,0,0,0
346.464,2.330200000000001,80.92,6,4,4,0,0,0,0,0,0,0,0,0
383.4605,-1.9726999999999963,119.66000000000001,12,9,6,0,0,0,0,0,0,1,2,0
382.45739999999995,1.8009999999999997,74.19000000000001,9,6,3,0,0,0,2,0,0,1,1,0
176.21779999999998,0.39859999999999973,35.5,2,3,2,0,0,0,0,0,0,1,1,0
323.3503,0.5382000000000013,85.78,7,6,5,0,0,0,1,0,0,3,0,0
332.3293,-0.08849999999999908,93.98,7,6,5,0,0,0,1,0,0,2,0,0
252.2053,-2.5671999999999975,116.42000000000002,8,7,6,0,0,0,0,0,0,1,1,0
368.38300000000004,2.0107,99.38000000000001,14,6,4,0,0,0,2,0,0,0,0,0
236.26940000000002,0.0685999999999995,84.75,3,5,5,0,0,0,0,0,0,2,0,0
84.1608,2.3406000000000002,0.0,0,0,0,0,0,0,0,0,0,0,0,0
98.1876,2.5866000000000007,0.0,1,0,0,0,0,0,0,0,0,0,0,0
320.34639999999996,2.4783999999999997,73.75,6,5,4,0,0,0,1,0,0,2,0,0
420.49660000000006,-1.7237999999999951,174.7,12,11,9,0,0,0,0,0,1,2,1,0
190.2446,0.3985999999999999,35.5,0,3,2,0,0,0,0,0,0,1,1,0
519.5580000000001,3.6167000000000034,114.6,6,8,7,0,0,0,0,0,1,4,0,0
332.4928,0.44500000000000367,82.58,18,6,4,0,0,0,0,0,2,2,2,0
751.6609,6.915300000000007,106.49999999999999,12,10,6,0,0,0,0,0,0,3,0,0
142.28379999999999,4.147000000000004,0.0,9,0,0,0,0,0,0,0,0,0,0,0
328.36199999999997,2.8272000000000013,68.15,8,5,2,0,0,0,3,0,0,0,0,0
446.36949999999996,3.4072000000000022,47.97,7,5,2,0,0,0,1,0,0,1,2,0
358.47499999999997,3.7204000000000037,69.92,11,4,3,0,0,0,1,0,0,0,0,0
341.4919,4.461300000000004,43.7,14,3,2,0,0,0,0,0,0,0,1,0
286.71389999999997,1.7796999999999998,55.73,1,4,3,0,0,0,0,0,0,1,1,0
350.3912,-3.8485999999999945,106.54,7,7,5,0,0,0,0,0,0,1,1,0
390.5602,5.895600000000009,58.92,20,4,2,0,0,0,2,0,0,0,0,0
216.2824,0.9916999999999996,24.5,0,3,1,0,0,0,1,0,0,1,1,0
407.6341,1.3563999999999996,93.78,4,6,5,0,0,0,0,0,1,2,0,0
290.8075,3.223700000000002,29.259999999999998,4,3,1,0,0,0,0,0,1,0,1,0
252.35899999999998,3.548600000000002,29.259999999999998,4,2,1,0,0,0,0,0,1,0,1,0
425.5655,2.9715000000000007,62.160000000000004,9,5,2,0,0,0,2,0,0,0,1,0
70.09039999999999,1.0428000000000002,9.23,4,1,0,0,0,0,1,0,0,0,0,0
343.29939999999993,2.164,70.95,7,5,3,0,0,0,2,0,0,1,0,0
268.311,-1.1400999999999986,110.18,12,6,5,0,0,0,0,0,1,0,1,0
807.8846999999998,1.9926000000000035,240.24999999999997,22,15,10,0,0,0,5,0,0,1,0,0
392.516,4.517100000000005,49.69,6,3,2,0,0,0,1,0,0,0,0,0
333.361,-0.6575999999999977,70.41,6,6,3,0,0,0,0,0,0,0,3,0
513.5617,3.607600000000003,125.40000000000002,11,8,5,0,0,0,2,0,1,0,0,0
996.2317,-0.17430000000000762,381.79999999999995,46,21,20,0,0,0,0,0,4,6,1,0
563.6506999999999,3.537900000000004,95.45,12,8,4,0,0,0,3,0,0,2,1,0
464.4354,2.264899999999999,84.99,8,7,5,0,0,0,0,0,1,1,2,0
311.3485,1.0661000000000003,50.519999999999996,4,5,3,0,0,0,1,0,1,1,1,0
411.5945,4.074300000000002,76.55,10,7,5,0,0,0,0,0,0,3,0,0
428.4896,2.9955000000000007,97.81,11,7,6,0,0,0,1,0,0,4,0,0
28.0536,1.0262,0.0,1,0,0,0,0,0,0,0,0,0,0,0
165.1909,0.8588000000000002,55.480000000000004,5,3,2,0,0,0,1,0,1,0,0,0
194.185,0.25330000000000014,69.92,7,4,3,0,0,0,1,0,0,0,0,0
320.3223,-1.8852999999999966,91.23,5,7,5,0,0,0,0,0,0,2,2,0
369.3412,-0.7599999999999978,70.41000000000001,6,6,3,0,0,0,0,0,0,0,3,0
415.46239999999995,0.7377000000000027,77.43,8,7,3,0,0,0,2,0,0,1,2,0
260.2197,-2.1125999999999996,105.42000000000002,5,7,5,0,0,0,1,0,0,1,1,0
449.5003,2.8480000000000008,100.41000000000001,16,7,4,0,0,0,3,0,0,1,0,0
421.5127,2.5036000000000005,65.99,7,7,3,0,0,0,2,0,0,2,1,0
632.6605999999999,2.4021000000000035,116.71000000000001,15,10,5,0,0,0,4,0,0,3,1,0
247.243,-1.8016999999999976,90.98,4,7,4,0,0,0,1,0,1,1,1,0
383.3564999999999,0.07710000000000333,117.59,8,7,6,0,0,0,1,0,2,3,0,0
171.23829999999998,0.5964,66.48,5,3,3,0,0,0,0,0,1,0,0,0
369.4261,1.1559000000000033,85.58,5,6,5,0,0,0,0,0,1,3,0,0
392.4038,-1.1950999999999974,105.22,7,7,5,0,0,0,0,0,1,1,2,0
286.2782,-1.6459999999999988,119.61000000000001,9,7,5,0,0,0,2,0,0,0,0,0
513.6323,0.21200000000000818,107.53,6,11,6,0,0,0,1,0,0,4,2,0
498.603,-2.9795999999999934,133.54999999999998,10,12,7,0,0,0,1,0,1,4,3,0
366.4584,2.481000000000001,53.96000000000001,9,5,2,0,0,0,2,0,0,1,1,0
270.23900000000003,0.04519999999999952,90.15,4,5,4,0,0,0,1,0,0,0,0,0
356.32500000000005,-1.8434999999999975,138.07000000000002,9,9,5,0,0,0,4,0,0,0,0,0
154.1204,-1.181,80.92,4,4,4,0,0,0,0,0,0,0,0,0
408.40059999999994,-0.9648999999999994,138.07000000000002,3,9,5,0,0,0,4,0,0,0,0,0
406.3847999999999,-1.1089999999999982,138.07,3,9,5,0,0,0,4,0,0,0,0,0
1079.272,-1.4835999999999816,357.06000000000006,38,22,14,0,0,0,8,0,0,0,0,0
361.371,-1.2802999999999958,79.64,5,7,3,0,0,0,1,0,0,0,3,0
421.4943,2.898900000000001,97.22000000000001,14,7,5,0,0,0,1,0,0,2,1,0
1711.0031,-7.086700000000008,631.44,88,41,31,0,0,0,9,0,0,10,1,0
75.0665,-1.7442,66.48,3,3,3,0,0,0,0,0,1,0,0,0
470.6894,5.510400000000009,80.92,10,4,4,0,0,0,0,0,0,0,0,0
822.9358000000001,-0.20439999999999603,279.67999999999995,22,16,12,0,0,0,4,0,0,0,0,0
414.4818,-1.8809999999999933,105.07000000000001,7,10,5,0,0,0,3,0,1,4,1,0
365.3871,1.4535000000000002,95.01,10,7,5,0,0,0,2,0,0,3,0,0
231.0792,0.2964999999999991,76.1,6,4,4,0,0,0,0,0,2,2,0,0
293.3245,1.5266000000000006,68.54,3,5,3,0,0,0,2,0,1,2,0,0
100.2034,2.976700000000002,0.0,6,0,0,0,0,0,0,0,0,0,0,0
331.3452,-0.8572999999999982,79.2,4,6,4,0,0,0,0,0,0,1,2,0
86.17660000000001,2.5866000000000007,0.0,5,0,0,0,0,0,0,0,0,0,0,0
236.26940000000002,0.02069999999999944,75.96000000000001,3,5,4,0,0,0,0,0,0,1,1,0
128.12619999999998,-0.5419,60.69,3,3,3,0,0,0,0,0,0,0,0,0
175.2923,0.2624000000000006,55.28,10,4,2,0,0,0,0,0,2,0,1,0
266.3382,4.141000000000004,40.46,9,2,2,0,0,0,0,0,0,0,0,0
409.49129999999997,-1.511899999999994,96.09,6,9,6,0,0,0,1,0,0,5,1,0
364.399,2.1338999999999997,82.98,12,6,4,0,0,0,2,0,0,2,0,0
730.0442999999999,6.0912000000000095,124.27000000000001,18,9,6,0,0,0,2,0,1,3,0,0
304.344,-0.25839999999999885,65.4,6,6,2,0,0,0,2,0,0,0,2,0
467.5225,2.3968999999999996,97.22,7,7,5,0,0,0,1,0,0,2,1,0
319.3342,-0.999799999999998,79.2,5,6,4,0,0,0,0,0,0,1,2,0
712.9304,3.189900000000006,158.74,21,11,8,0,0,0,1,0,1,3,2,0
384.47319999999996,1.8009999999999997,74.19000000000001,9,6,3,0,0,0,2,0,0,1,1,0
416.86389999999994,-1.414899999999994,102.08,8,9,6,0,0,0,2,0,0,5,1,0
362.42279999999994,4.823200000000005,47.92,7,4,1,0,0,0,3,0,0,0,0,0
406.5392,1.2383000000000013,106.4,11,10,7,0,0,0,0,0,1,5,0,0
359.4235,0.03260000000000152,99.43,9,7,5,0,0,0,0,0,0,1,2,0
445.22069999999997,1.8317000000000005,71.0,6,6,4,0,0,0,0,0,0,2,1,0
467.4789,1.044500000000001,97.66,5,8,4,0,0,0,2,0,0,1,2,0
254.28359999999998,2.6808000000000014,60.69,6,3,3,0,0,0,0,0,0,0,0,0
416.47459999999995,2.865000000000001,118.97000000000001,12,6,6,0,0,0,0,0,1,1,0,0
1155.4451999999999,-8.121699999999993,525.4199999999998,47,29,29,0,0,0,0,0,5,11,0,0
208.2158,-1.1070999999999993,112.73,7,5,5,0,0,0,0,0,2,0,0,0
339.43649999999997,2.2613,72.96000000000001,8,5,3,0,0,0,0,0,1,0,2,0
326.8261,1.6991000000000003,30.54,3,4,2,0,0,0,0,0,0,2,2,0
357.79639999999995,0.058800000000003294,72.03,5,7,4,0,0,0,0,0,0,3,2,0
90.0774,-1.3221,60.69,4,3,3,0,0,0,0,0,0,0,0,0
89.09330000000001,-1.3557,66.48,4,3,3,0,0,0,0,0,1,0,0,0
352.8639,2.9231000000000007,21.75,4,4,1,0,0,0,0,0,0,1,2,0
554.6515999999999,0.28030000000000804,108.56,15,11,6,0,0,0,2,0,0,5,2,0
420.5251,4.6216000000000035,69.72,7,4,3,0,0,0,0,0,1,0,1,0
257.3747,3.048000000000002,23.47,2,2,1,0,0,0,0,0,0,0,1,0
238.1584,-2.4239999999999973,120.69000000000001,4,9,6,0,0,0,1,0,0,2,0,0
341.4237,1.1867000000000019,111.21000000000001,10,7,5,0,0,0,1,0,1,1,1,0
